,Unnamed: 0,pref,burden rate,real consumption,fiscal_year,adult_population,cons_per_1000,unempr,grp,rGDP,pref2,suicide,death_rate,liver_disease,liver_disease_m,liver_disease_f,liver_disease_rate,year,loony,suicide_per_1000,loony_per_1000,liver_disease_1000,log_adult_population_per_1000,log_suicide_per_1000,log_loony_per_1000,liver_disease_per_1000,log_liver_disease_per_1000,log_cons_per_1000,log_loony_per_1000FE,rGDPFE,log_cons_per_1000FE,log_liver_disease_per_1000FE,burdenFE,log_adult_population,log_adult_populationFE,log_suicide_per_1000FE,pref_id
358,香川,香  川,0.371155916,4949.99,19,821,6.029220463,3.55,3919042,1.8,香  川,201,20,69,47,22,7,20,0.7,0.244823386,0.000852619,0.084043849,6.710523109,-1.407218201,-7.067198053,0.084043849,-2.476416605,8.704373005,0.092216818,0.986666667,-0.050152608,0.179645507,-0.004565599,6.710523109,0.004326663,0.000650491,36
359,愛媛,愛  媛,0.374901063,7795.365,19,1188,6.561755051,3.925,5229973,1.8,愛  媛,368,26,84,71,13,6,20,1.7,0.30976431,0.001430976,0.070707071,7.0800265,-1.171943562,-6.549398249,0.070707071,-2.649209701,8.789013384,0.382078015,0.986666667,-0.023994852,-0.051471014,-0.004943055,7.0800265,0.002882532,0.089251377,37
360,高知,高  知,0.375810138,5251.7,19,649,8.091987673,4.975,2353321,1.8,高  知,201,26,70,50,20,9,20,0.7,0.309707242,0.001078582,0.107858243,6.475432717,-1.172127809,-6.832107661,0.107858243,-2.226937475,8.998629675,-0.021622723,0.986666667,-0.027008238,0.136048568,-0.005073923,6.475432717,0.007320709,-0.012335923,38
361,福岡,福  岡,0.375540555,28866.935,19,4098,7.044152025,4.9,18556693,1.8,福  岡,1227,25,295,219,76,6,20,5,0.299414348,0.001220107,0.071986335,8.318254329,-1.205926884,-6.708816416,0.071986335,-2.631278972,8.859953052,-0.093386705,0.986666667,-0.059636671,-0.026147758,-0.003521487,8.318254329,0.004152552,0.032283136,39
362,佐賀,佐  賀,0.366076538,4577.24,19,685,6.68210219,2.35,3047034,1.8,佐  賀,174,20,35,24,11,4,20,0.9,0.254014599,0.001313869,0.051094891,6.529418838,-1.370363539,-6.634779354,0.051094891,-2.974070777,8.807187916,0.207282292,0.986666667,-0.055917887,-0.383684901,-0.004484002,6.529418838,0.00607004,-0.117133891,40
363,長崎,長  崎,0.374977555,7694.99,19,1176,6.543358844,3.9,4514661,1.8,長  崎,372,26,87,60,27,6,20,1.5,0.316326531,0.00127551,0.073979592,7.069874128,-1.150980274,-6.66440902,0.073979592,-2.60396601,8.786205897,0.01004111,0.986666667,-0.10372779,-0.039568757,-0.004059738,7.069874128,0.004771364,0.092638075,41
364,熊本,熊  本,0.382581507,10129.04,19,1473,6.87646979,4.025,5906753,1.8,熊  本,448,25,104,76,28,6,20,1.5,0.304141208,0.00101833,0.070604209,7.295056416,-1.190263184,-6.889591308,0.070604209,-2.650665517,8.835860687,-0.109481132,0.986666667,-0.102756678,0.007079837,-0.003017359,7.295056416,0.002502103,0.03810209,42
365,大分,大  分,0.373538829,7558.34,19,981,7.704729867,3.5,4582003,1.8,大  分,279,23,60,44,16,5,20,1.3,0.28440367,0.001325178,0.06116208,6.88857246,-1.257360678,-6.626208195,0.06116208,-2.794227897,8.949589688,0.281774355,0.986666667,-0.037181222,-0.096433915,-0.003661845,6.88857246,0.004302863,0.024503414,43
366,宮崎,宮  崎,0.378299729,9888.01,19,922,10.72452278,3.85,3653637,1.8,宮  崎,364,32,75,47,28,7,20,1,0.394793926,0.001084599,0.081344902,6.826545224,-0.929391356,-6.826545224,0.081344902,-2.50905711,9.280288247,0.041124192,0.986666667,0.066032341,0.031852213,-0.001141127,6.826545224,0.005239671,0.111355495,44
367,鹿児島,鹿児島,0.38308475,14154.015,19,1393,10.16081479,4.025,5852150,1.8,鹿児島,479,28,130,92,38,8,20,1.7,0.343862168,0.001220388,0.093323762,7.239214974,-1.067514376,-6.708586723,0.093323762,-2.371680523,9.226293914,0.068861622,0.986666667,-0.009541142,0.09064455,-0.001403631,7.239214974,0.002582053,0.109776833,45
368,北海道,北海道,0.395161885,35897.97,18,4618,7.773488523,5.45,19302370,1.8,北海道,1462,26,297,202,95,5,19,6.1,0.316587267,0.001320918,0.064313556,8.43771699,-1.15015635,-6.629428219,0.064313556,-2.743984851,8.958474316,-0.063136997,0.986666667,-0.043703634,0.038245642,0.011116575,8.43771699,0.006523801,0.074149038,0
369,青森,青  森,0.390594366,9969.175,18,1157,8.616400173,5.725,4773593,1.8,青  森,469,33,67,50,17,5,19,0.7,0.405358686,0.000605013,0.057908384,7.053585727,-0.902982959,-7.410260671,0.057908384,-2.848893108,9.061422663,-0.136897466,0.986666667,-0.038985572,-0.305930419,0.01119041,7.053585727,0.010196627,0.111919804,1
370,岩手,岩  手,0.384936101,8517.1,18,1118,7.618157424,4.25,4598321,1.8,岩  手,437,32,70,53,17,5,19,1.1,0.390876565,0.0009839,0.062611807,7.019296654,-0.939363459,-6.923986474,0.062611807,-2.770801412,8.938289812,0.076395759,0.986666667,-0.04580234,-0.127769795,0.010820228,7.019296654,0.011732596,0.029928638,2
371,宮城,宮  城,0.38248466,13578.595,18,1902,7.13911409,4.925,8584343,1.8,宮  城,611,26,104,76,28,5,19,1.8,0.321240799,0.000946372,0.054679285,7.550661243,-1.135564284,-6.962874578,0.054679285,-2.906270344,8.873343971,0.035776928,0.986666667,-0.04086821,-0.01579883,0.010937384,7.550661243,0.001065847,0.124823537,3
372,秋田,秋  田,0.375762123,8207.2,18,940,8.73106383,4.725,3830410,1.8,秋  田,420,38,77,57,20,7,19,1.2,0.446808511,0.001276596,0.081914894,6.845879875,-0.805625164,-6.663558318,0.081914894,-2.502074453,9.074642501,0.15608427,0.986666667,-0.031533012,0.120789364,0.010574939,6.845879875,0.010547405,0.0822301,4
373,山形,山  形,0.376587448,7513.405,18,981,7.658924567,2.925,4081765,1.8,山  形,332,28,63,50,13,5,19,0.9,0.338430173,0.000917431,0.064220183,6.88857246,-1.083437491,-6.993932975,0.064220183,-2.745437733,8.943626857,-0.186333081,0.986666667,-0.024586777,-0.022239504,0.010718199,6.88857246,0.008078297,0.039414865,5
374,福島,福  島,0.37611023,12588.33,18,1662,7.574205776,4.425,8085886,1.8,福  島,589,29,106,87,19,5,19,2.1,0.354392298,0.001263538,0.06377858,7.415776975,-1.037350792,-6.673839631,0.06377858,-2.752337881,8.932503777,0.074845813,0.986666667,0.000104878,-0.100838279,0.010532911,7.415776975,0.010393317,0.117508451,6
375,茨城,茨  城,0.387488337,15037.9,18,2397,6.273633709,3.625,11762017,1.8,茨  城,770,26,141,105,36,5,19,1.8,0.321234877,0.000750939,0.058823529,7.781973234,-1.13558272,-7.19418657,0.058823529,-2.833213344,8.744111005,0.051029895,0.986666667,-0.015586394,-0.083301688,0.011380752,7.781973234,0.000236798,0.131586654,7
376,栃木,栃  木,0.387387393,10488,18,1628,6.442260442,3.5,8449693,1.8,栃  木,528,27,83,65,18,4,19,1.8,0.324324324,0.001105651,0.050982801,7.395107547,-1.126011263,-6.807320882,0.050982801,-2.976266939,8.770634758,0.393528888,0.986666667,-0.017033648,-0.113224029,0.011143542,7.395107547,0.005665119,0.097863007,8
377,群馬,群  馬,0.386779826,11038.61,18,1629,6.77631062,3.15,7922903,1.8,群  馬,527,27,121,86,35,6,19,1.9,0.323511357,0.00116636,0.074278699,7.395721609,-1.12852106,-6.753867722,0.074278699,-2.599931063,8.821188076,0.223988607,0.986666667,-0.005177219,0.075888613,0.010800408,7.395721609,0.001090446,0.073172466,9
378,埼玉,埼  玉,0.388720015,35247.37,18,5730,6.151373473,3.825,21227427,1.8,埼  玉,1585,23,337,239,98,5,19,4.2,0.276614311,0.000732984,0.058813264,8.65347081,-1.285131123,-7.218386284,0.058813264,-2.833387879,8.724430665,0.106310447,0.986666667,-0.030837759,0.079239127,0.010896199,8.65347081,-0.004168821,0.05389017,10
379,新潟,新  潟,0.367667905,17287.23,18,1973,8.761900659,3.625,9379110,1.8,新  潟,767,32,136,109,27,6,19,2.6,0.388748099,0.00131779,0.068930563,7.587310506,-0.944823705,-6.631799061,0.068930563,-2.67465562,9.078168131,0.270785182,0.986666667,-0.008442994,0.014370695,0.010258109,7.587310506,0.004995472,0.105398469,11
380,長野,長  野,0.380395872,12629.23,18,1771,7.131129305,3,8474648,1.8,長  野,492,23,122,95,27,6,19,2.3,0.277809147,0.001298701,0.068887634,7.479299638,-1.280820921,-6.646390515,0.068887634,-2.675278593,8.872224889,0.207434942,0.986666667,-0.01025423,0.06934255,0.010979342,7.479299638,0.005138731,0.006780691,12
381,千葉,千  葉,0.386225717,29092.815,18,4958,5.867852965,3.575,20127132,1.8,千  葉,1294,22,257,194,63,4,19,3.2,0.260992336,0.000645422,0.051835418,8.508757713,-1.343264238,-7.345606903,0.051835418,-2.959681628,8.677244082,-0.067369428,0.986666667,-0.058101682,-0.023715647,0.010752462,8.508757713,-0.003257767,0.028783033,13
382,東京,東  京,0.398415973,94175.16,18,10639,8.851880816,4.25,100202643,1.8,東  京,2826,23,1010,812,198,8,19,10.7,0.265626469,0.001005734,0.094933734,9.272281774,-1.32566421,-6.902038032,0.094933734,-2.354576164,9.088385237,0.010805812,0.986666667,-0.042625012,0.038609039,0.012374851,9.272281774,-0.001211742,0.064537198,14
383,神奈川,神奈川,0.391123441,44280.57,18,7225,6.128798616,3.875,32514343,1.8,神奈川,1820,21,419,322,97,5,19,9.3,0.251903114,0.001287197,0.05799308,8.885302513,-1.378710733,-6.655288113,0.05799308,-2.847431593,8.720754025,0.427284601,0.986666667,-0.038597919,-0.019023726,0.011219132,8.885302513,0.000245271,0.054792516,15
384,山梨,山  梨,0.388173924,5129.925,18,708,7.24565678,3,3353263,1.8,山  梨,225,26,63,50,13,7,19,0.8,0.31779661,0.001129944,0.088983051,6.562444094,-1.146343691,-6.785587645,0.088983051,-2.419309367,8.888157504,0.2371517,0.986666667,0.001366152,0.160183338,0.011253765,6.562444094,0.007026787,0.068089969,16
385,富山,富  山,0.383577725,6103.975,18,910,6.707664835,2.975,4778789,1.8,富  山,277,25,64,45,19,6,19,0.8,0.304395604,0.000879121,0.07032967,6.8134446,-1.189427093,-7.036588151,0.07032967,-2.654561516,8.811006157,0.118179112,0.986666667,-0.046630694,0.011412631,0.011781302,6.8134446,0.006802688,-0.005720104,17
386,石川,石  川,0.384510352,6413.025,18,947,6.771937698,3.15,4844214,1.8,石  川,257,22,51,32,19,4,19,0.8,0.271383316,0.000844773,0.053854277,6.853299093,-1.304223008,-7.076442645,0.053854277,-2.92147346,8.820542543,-0.151982121,0.986666667,-0.048017931,-0.10883613,0.011862601,6.853299093,0.001141795,0.032983833,18
387,福井,福  井,0.388732116,4150.21,18,656,6.326539634,2.675,3510249,1.8,福  井,176,22,37,26,11,5,19,0.6,0.268292683,0.000914634,0.056402439,6.486160789,-1.315676794,-6.996986413,0.056402439,-2.875242876,8.752508704,0.067046003,0.986666667,-0.036010228,-0.12349086,0.012331443,6.486160789,0.004804958,0.019424523,19
388,岐阜,岐  阜,0.388656405,9430.415,18,1692,5.573531324,2.4,7846995,1.8,岐  阜,446,22,100,73,27,5,19,1.3,0.263593381,0.000768322,0.059101655,7.43366654,-1.333347588,-7.171302276,0.059101655,-2.828496354,8.625784122,0.091770047,0.986666667,-0.051609795,0.022167937,0.011913746,7.43366654,0.005330432,-0.025358817,20
389,静岡,静  岡,0.389810362,20075.46,18,3078,6.522241715,2.675,17509729,1.8,静  岡,804,22,174,124,50,5,19,2.1,0.261208577,0.000682261,0.056530214,8.032035314,-1.342436045,-7.29009797,0.056530214,-2.872980015,8.782973417,-0.051275199,0.986666667,-0.028773507,-0.084483461,0.011465722,8.032035314,0.006492125,0.030329752,21
390,愛知,愛  知,0.398386077,36195,18,5857,6.179784873,2.875,37417227,1.8,愛  知,1415,20,315,221,94,4,19,3.5,0.241591258,0.000597576,0.0537818,8.675392806,-1.420507996,-7.422629838,0.0537818,-2.922820167,8.72903874,-0.139065352,0.986666667,-0.029381243,-0.007974888,0.012403237,8.675392806,0.00232967,-0.000611113,22
391,三重,三  重,0.384501995,8209.83,18,1511,5.433375248,2.6,8169572,1.8,三  重,368,20,97,72,25,5,19,1.4,0.24354732,0.000926539,0.064195897,7.320526962,-1.412444024,-6.984054726,0.064195897,-2.745815984,8.600315812,-0.059223901,0.986666667,-0.060713792,0.017654693,0.011376878,7.320526962,0.006793109,-0.022478146,23
392,滋賀,滋  賀,0.380659471,5948.98,18,1100,5.408163636,2.85,6301266,1.8,滋  賀,292,21,67,57,10,5,19,0.7,0.265454545,0.000636364,0.060909091,7.003065459,-1.326311657,-7.359740403,0.060909091,-2.798372839,8.595664875,-0.240377481,0.986666667,-0.044803888,0.078052661,0.011126168,7.003065459,0.001401389,0.034308645,24
393,京都,京  都,0.395332403,14316.185,18,2161,6.624796391,4.275,10203918,1.8,京  都,592,23,121,95,26,5,19,1.8,0.273947247,0.000832948,0.055992596,7.678326357,-1.294819722,-7.090539692,0.055992596,-2.882535811,8.798574917,-0.036117536,0.986666667,-0.028461861,-0.062858101,0.012401165,7.678326357,0.004546998,0.105201596,25
394,大阪,大  阪,0.39961318,53375.545,18,7168,7.446365095,5.6,39614159,1.8,大  阪,2202,26,598,473,125,7,19,7.3,0.307198661,0.001018415,0.083426339,8.877381955,-1.180260637,-6.889507607,0.083426339,-2.483791201,8.915481286,0.415045887,0.986666667,-0.035302941,-0.034469084,0.012660002,8.877381955,-0.00138333,0.104590765,26
395,兵庫,兵  庫,0.391938836,28011.49,18,4519,6.198603673,4.475,20354104,1.8,兵  庫,1325,24,374,285,89,7,19,4.9,0.293206462,0.001084311,0.082761673,8.416046009,-1.226878271,-6.826810804,0.082761673,-2.491790212,8.732079332,0.300824254,0.986666667,-0.050658962,0.120746019,0.012032799,8.416046009,0.002438019,0.090366394,27
396,奈良,奈  良,0.385929223,6041.47,18,1145,5.276393013,3.925,3898196,1.8,奈  良,252,18,62,48,14,4,19,0.9,0.220087336,0.000786026,0.054148472,7.043159916,-1.513730828,-7.148520432,0.054148472,-2.916025531,8.570998002,0.147819246,0.986666667,-0.04087384,-0.03813918,0.011398581,7.043159916,0.000951469,-0.046138357,28
397,和歌山,和歌山,0.389885922,5447.07,18,837,6.507849462,3.675,3734237,1.8,和歌山,258,25,74,48,26,7,19,0.9,0.308243728,0.001075269,0.088410992,6.72982407,-1.176864486,-6.835184586,0.088410992,-2.425758977,8.780764337,0.326796868,0.986666667,-0.033315567,0.110787425,0.012149974,6.72982407,0.004334518,0.058553151,29
398,鳥取,鳥  取,0.381027894,3444.375,18,490,7.029336735,3.7,2136364,1.8,鳥  取,158,27,27,22,5,5,19,0.6,0.32244898,0.00122449,0.055102041,6.194405391,-1.131810358,-6.705231015,0.055102041,-2.898568525,8.857847633,-0.078493354,0.986666667,-0.051949764,-0.285004212,0.011433268,6.194405391,0.011433162,0.1113179,30
399,島根,島  根,0.376354653,4422.135,18,602,7.345739203,2.725,2479404,1.8,島  根,233,32,54,40,14,7,19,0.8,0.387043189,0.001328904,0.089700997,6.400257445,-0.949218992,-6.623400997,0.089700997,-2.411273399,8.901875724,-0.016467265,0.986666667,-0.045239678,0.04954705,0.011248382,6.400257445,0.007986575,0.139653114,31
400,岡山,岡  山,0.38318974,9573.13,18,1578,6.066622307,3.35,8239610,1.8,岡  山,423,22,123,88,35,6,19,1.7,0.268060837,0.001077313,0.077946768,7.363913501,-1.316541322,-6.83328525,0.077946768,-2.551729146,8.710557272,0.113374572,0.986666667,-0.033814062,0.085723156,0.011376095,7.363913501,0.004187823,0.101206071,32
401,広島,広  島,0.391430914,16312.585,18,2327,7.010135367,3.325,11589450,1.8,広  島,684,24,161,116,45,6,19,2.8,0.293940696,0.001203266,0.069187795,7.752335163,-1.224377246,-6.722715746,0.069187795,-2.670930798,8.85511229,0.148493059,0.986666667,-0.056254297,0.012759452,0.011961543,7.752335163,0.002865371,0.117678829,33
402,山口,山  口,0.391474546,8496.61,18,1218,6.975870279,2.85,6059094,1.8,山  口,394,27,87,58,29,6,19,1.4,0.323481117,0.001149425,0.071428571,7.104965448,-1.128614539,-6.768493212,0.071428571,-2.63905733,8.85021237,0.147665289,0.986666667,-0.02836535,-0.048048836,0.012081375,7.104965448,0.006883117,0.116138674,34
403,徳島,徳  島,0.389405645,3851.45,18,662,5.817900302,3.45,2903552,1.8,徳  島,164,21,54,43,11,7,19,0.7,0.247734139,0.001057402,0.081570997,6.495265556,-1.395399128,-6.8519405,0.081570997,-2.506281509,8.668694703,-0.06542013,0.986666667,-0.064792505,-0.011991846,0.012113629,6.495265556,0.011932338,0.036797868,35
404,香川,香  川,0.390090314,4884.925,18,819,5.964499389,3.425,3863827,1.8,香  川,229,23,58,52,6,6,19,0.7,0.27960928,0.000854701,0.070818071,6.708084084,-1.27436208,-7.064759028,0.070818071,-2.647641073,8.693580406,0.094655844,0.986666667,-0.060945206,0.008421039,0.011998219,6.708084084,0.001887638,0.133506612,36
405,愛媛,愛  媛,0.394570229,7660.38,18,1190,6.437294118,3.725,5210876,1.8,愛  媛,392,27,90,64,26,6,19,1.7,0.329411765,0.001428571,0.075630252,7.081708586,-1.110446746,-6.551080335,0.075630252,-2.581898916,8.769863563,0.380395929,0.986666667,-0.043144673,0.015839771,0.012565802,7.081708586,0.004564618,0.150748192,37
406,高知,高  知,0.395700527,5125.505,18,652,7.861203988,4.65,2409500,1.8,高  知,245,32,59,44,15,8,19,0.7,0.375766871,0.00107362,0.090490798,6.480044562,-0.978786351,-6.836719506,0.090490798,-2.402507118,8.969695053,-0.026234568,0.986666667,-0.05594286,-0.039521075,0.01253302,6.480044562,0.011932554,0.181005534,38
407,福岡,福  岡,0.39372273,29249.17,18,4082,7.165401764,5.45,18204131,1.8,福  岡,1241,25,274,196,78,6,19,5,0.304017638,0.00122489,0.067123959,8.314342343,-1.190669558,-6.704904431,0.067123959,-2.701214237,8.877019412,-0.089474719,0.986666667,-0.04257031,-0.096083023,0.012135012,8.314342343,0.000240567,0.047540462,39
408,佐賀,佐  賀,0.384416959,4744.605,18,685,6.926430657,3.15,2906216,1.8,佐  賀,218,26,44,33,11,5,19,0.9,0.318248175,0.001313869,0.064233577,6.529418838,-1.144923775,-6.634779354,0.064233577,-2.745229204,8.843099903,0.207282292,0.986666667,-0.0200059,-0.154843328,0.011766206,6.529418838,0.00607004,0.108305872,40
409,長崎,長  崎,0.393405445,8330.15,18,1178,7.071434635,4.35,4425286,1.8,長  崎,366,25,75,61,14,5,19,1.5,0.310696095,0.001273345,0.063667233,7.071573364,-1.168940031,-6.666108256,0.063667233,-2.754085251,8.863818657,0.008341875,0.986666667,-0.02611503,-0.189687998,0.012163006,7.071573364,0.0064706,0.074678319,41
410,熊本,熊  本,0.400750558,10818.505,18,1477,7.324647935,4.4,5777438,1.8,熊  本,472,26,112,78,34,6,19,1.5,0.319566689,0.001015572,0.075829384,7.297768283,-1.140789297,-6.892303174,0.075829384,-2.579269411,8.899000369,-0.112192998,0.986666667,-0.039616996,0.078475943,0.012774136,7.297768283,0.005213969,0.087575977,42
411,大分,大  分,0.391084948,7646.42,18,978,7.818425358,3.95,4516835,1.8,大  分,302,25,64,48,16,5,19,1.3,0.308793456,0.001329243,0.065439673,6.88550967,-1.175082653,-6.623145406,0.065439673,-2.726626587,8.964238452,0.284837145,0.986666667,-0.022532458,-0.028832605,0.011863144,6.88550967,0.001240073,0.106781439,43
412,宮崎,宮  崎,0.393958504,9266.475,18,920,10.07225543,3.75,3570522,1.8,宮  崎,394,35,57,46,11,5,19,1,0.42826087,0.001086957,0.061956522,6.82437367,-0.848022761,-6.82437367,0.061956522,-2.781322402,9.217539936,0.043295745,0.986666667,0.00328403,-0.240413079,0.012267605,6.82437367,0.003068118,0.19272409,44
413,鹿児島,鹿児島,0.399793545,14443.85,18,1398,10.33179542,4.375,5719791,1.8,鹿児島,504,29,130,95,35,8,19,1.7,0.360515021,0.001216023,0.092989986,7.242797923,-1.020221655,-6.712169672,0.092989986,-2.375263472,9.242981353,0.065278673,0.986666667,0.007146297,0.087061601,0.013193873,7.242797923,0.006165002,0.157069554,45
414,北海道,北海道,0.395161885,37126.03,17,4610,8.053368764,5.225,19459713,1.9,北海道,1475,26,284,205,79,5,18,6.1,0.319956616,0.00132321,0.061605206,8.435983136,-1.139569867,-6.627694365,0.061605206,-2.787008898,9.09992565,-0.061403143,1.086666667,0.0977477,-0.004778404,0.011116575,8.435983136,0.004789947,0.08473552,0
415,青森,青  森,0.390594366,10404.35,17,1161,8.961541774,5.95,4377103,1.9,青  森,441,31,70,56,14,5,18,0.7,0.379844961,0.000602929,0.060292851,7.057036982,-0.967992106,-7.413711926,0.060292851,-2.80854174,9.210844121,-0.14034872,1.086666667,0.110435886,-0.265579051,0.01119041,7.057036982,0.013647882,0.046910657,1
416,岩手,岩  手,0.384936101,8493.91,17,1118,7.597415027,4.625,4492159,1.9,岩  手,467,34,96,73,23,7,18,1.1,0.417710197,0.0009839,0.085867621,7.019296654,-0.872967396,-6.923986474,0.085867621,-2.454948462,9.035860262,0.076395759,1.086666667,0.051768111,0.188083155,0.010820228,7.019296654,0.011732596,0.096324701,2
417,宮城,宮  城,0.38248466,13949.48,17,1891,7.376774194,4.95,8419773,1.9,宮  城,603,26,94,73,21,4,18,1.8,0.3188789,0.000951877,0.049709149,7.544861069,-1.142943872,-6.957074404,0.049709149,-3.001566286,9.005878965,0.041577102,1.086666667,0.091666784,-0.111094772,0.010937384,7.544861069,-0.004734328,0.117443949,3
418,秋田,秋  田,0.375762123,8439.645,17,947,8.911979937,5,3688572,1.9,秋  田,482,43,47,38,9,4,18,1.2,0.508975713,0.001267159,0.049630412,6.853299093,-0.675354979,-6.670977536,0.049630412,-3.003151491,9.193149632,0.148665052,1.086666667,0.086974119,-0.380287674,0.010574939,6.853299093,0.017966623,0.212500285,4
419,山形,山  形,0.376587448,7719.27,17,986,7.828874239,3.6,3902448,1.9,山  形,381,32,71,51,20,6,18,0.9,0.386409736,0.000912779,0.072008114,6.893656355,-0.950856979,-6.99901687,0.072008114,-2.630976478,9.058145014,-0.191416976,1.086666667,0.08993138,0.092221751,0.010718199,6.893656355,0.013162192,0.171995376,5
420,福島,福  島,0.37611023,12835.76,17,1667,7.699916017,4.725,7779149,1.9,福  島,618,30,109,82,27,5,18,2.1,0.370725855,0.001259748,0.065386923,7.418780883,-0.992292425,-6.676843538,0.065386923,-2.727433001,9.036383969,0.071841906,1.086666667,0.103985071,-0.075933398,0.010532911,7.418780883,0.013397225,0.162566817,6
421,茨城,茨  城,0.387488337,15216.525,17,2390,6.366746862,3.875,11248348,1.9,茨  城,732,25,158,120,38,5,18,1.8,0.306276151,0.000753138,0.066108787,7.779048645,-1.183268131,-7.19126198,0.066108787,-2.716453612,8.847987354,0.053954484,1.086666667,0.088289955,0.033458044,0.011380752,7.779048645,-0.002687792,0.083901243,7
422,栃木,栃  木,0.387387393,11035.95,17,1620,6.812314815,3.75,8206567,1.9,栃  木,494,25,101,77,24,5,18,1.8,0.304938272,0.001111111,0.062345679,7.390181428,-1.187645911,-6.802394763,0.062345679,-2.775060911,8.91438964,0.398455007,1.086666667,0.126721235,0.087981998,0.011143542,7.390181428,0.000739001,0.036228359,8
423,群馬,群  馬,0.386779826,11424.55,17,1628,7.017536855,3.5,7636314,1.9,群  馬,503,25,95,69,26,5,18,1.9,0.308968059,0.001167076,0.058353808,7.395107547,-1.174517376,-6.75325366,0.058353808,-2.841230655,8.946935333,0.224602669,1.086666667,0.120570037,-0.165410979,0.010800408,7.395107547,0.000476384,0.02717615,9
424,埼玉,埼  玉,0.388720015,35162.31,17,5683,6.187279606,4.25,20679025,1.9,埼  玉,1452,21,276,206,70,4,18,4.2,0.255498856,0.000739046,0.048565898,8.645234541,-1.364537346,-7.210150016,0.048565898,-3.024833676,8.832372744,0.114546716,1.086666667,0.077104321,-0.112206669,0.010896199,8.645234541,-0.012405089,-0.025516052,10
425,新潟,新  潟,0.367667905,17671.545,17,1970,8.970327411,3.625,9281309,1.9,新  潟,738,31,143,111,32,6,18,2.6,0.374619289,0.001319797,0.072588832,7.585788822,-0.981844997,-6.630277377,0.072588832,-2.622944191,9.189463813,0.272306866,1.086666667,0.102852688,0.066082123,0.010258109,7.585788822,0.003473788,0.068377177,11
426,長野,長  野,0.380395872,12684.99,17,1773,7.154534687,3.225,8411061,1.9,長  野,492,23,96,82,14,5,18,2.3,0.27749577,0.001297236,0.054145516,7.480428306,-1.28194959,-6.647519183,0.054145516,-2.916080115,8.954438935,0.206306273,1.086666667,0.071959816,-0.171458971,0.010979342,7.480428306,0.006267399,0.005652022,12
427,千葉,千  葉,0.386225717,30515.55,17,4911,6.213714111,3.825,19431643,1.9,千  葉,1290,22,265,197,68,4,18,3.2,0.262675626,0.000651598,0.053960497,8.499232866,-1.336835369,-7.336082056,0.053960497,-2.91950304,8.841491972,-0.057844581,1.086666667,0.106146207,0.01646294,0.010752462,8.499232866,-0.012782613,0.035211902,13
428,東京,東  京,0.398415973,96564.36,17,10428,9.260103567,4.525,99095947,1.9,東  京,2510,20,980,793,187,8,18,10.7,0.24069812,0.001026084,0.093977752,9.252249775,-1.424211743,-6.882006034,0.093977752,-2.364697203,9.220852247,0.03083781,1.086666667,0.089841998,0.028487999,0.012374851,9.252249775,-0.02124374,-0.034010334,14
429,神奈川,神奈川,0.391123441,44462.75,17,7143,6.224660507,3.85,31243755,1.9,神奈川,1683,19,413,298,115,5,18,9.3,0.235615288,0.001301974,0.057818844,8.873888135,-1.445554941,-6.643873735,0.057818844,-2.850440542,8.845396499,0.438698979,1.086666667,0.086044555,-0.022032675,0.011219132,8.873888135,-0.011169107,-0.012051692,15
430,山梨,山  梨,0.388173924,4732.42,17,708,6.68420904,3.3,3210146,1.9,山  梨,248,29,57,43,14,7,18,0.8,0.350282486,0.001129944,0.080508475,6.562444094,-1.049015348,-6.785587645,0.080508475,-2.519392826,8.89218356,0.2371517,1.086666667,0.005392208,0.06009988,0.011253765,6.562444094,0.007026787,0.165418313,16
431,富山,富  山,0.383577725,6244.105,17,910,6.861653846,3.025,4772263,1.9,富  山,293,27,66,48,18,6,18,0.8,0.321978022,0.000879121,0.072527473,6.8134446,-1.13327199,-7.036588151,0.072527473,-2.623789857,8.943344685,0.118179112,1.086666667,0.085707834,0.04218429,0.011781302,6.8134446,0.006802688,0.050434999,17
432,石川,石  川,0.384510352,6593.725,17,945,6.977486772,3.125,4729320,1.9,石  川,265,23,61,51,10,5,18,0.8,0.28042328,0.000846561,0.064550265,6.851184927,-1.271455102,-7.074328479,0.064550265,-2.740311063,8.959838539,-0.149867955,1.086666667,0.091278064,0.072326267,0.011862601,6.851184927,-0.000972371,0.06575174,18
433,福井,福  井,0.388732116,4249.215,17,657,6.46760274,2.625,3413219,1.9,福  井,181,22,33,21,12,4,18,0.6,0.275494673,0.000913242,0.050228311,6.487684018,-1.289186987,-6.998509642,0.050228311,-2.991176457,8.889515396,0.065522773,1.086666667,0.100996463,-0.239424441,0.012331443,6.487684018,0.006328187,0.045914329,19
434,岐阜,岐  阜,0.388656405,9743.505,17,1688,5.772218602,2.775,7541397,1.9,岐  阜,471,23,96,66,30,5,18,1.3,0.279028436,0.000770142,0.056872038,7.431299675,-1.276441581,-7.168935411,0.056872038,-2.866951484,8.772886971,0.094136912,1.086666667,0.095493054,-0.016287192,0.011913746,7.431299675,0.002963567,0.03154719,20
