,Unnamed: 0,pref,burden rate,real consumption,fiscal_year,adult_population,cons_per_1000adult,unempr,grp,pref2,suicide,liver_disease,liver_disease_rate,year,loony,suicide_per_1000adult,loony_per_1000adult,liver_disease_1000,liver_disease_per_1000,pref_id,over65,total_population,cons_per_1000,over65rate,suicide_per_1000,loony_per_1000,grp_per_1000
512,福島,福  島,0.380698648,13073.985,15,1668,7.838120504,5.375,7171686,福  島,579,109,5,16,1.8,0.347122302,0.001079137,0.065347722,0.065347722,6,21.8,2113,6.187404165,0.218,0.274017984,0.000851869,3394.077615
513,茨城,茨  城,0.391580121,15444.625,15,2392,6.456783027,4.525,11035868,茨  城,707,153,5,16,1.9,0.295568562,0.000794314,0.063963211,0.063963211,7,18.1,2991,5.163699432,0.181,0.236375794,0.000635239,3689.691742
514,栃木,栃  木,0.391245677,10703.265,15,1602,6.681189139,4.425,7623492,栃  木,447,82,4,16,1.2,0.279026217,0.000749064,0.051186017,0.051186017,8,18.5,2011,5.322359523,0.185,0.222277474,0.000596718,3790.896072
515,群馬,群  馬,0.390499044,11248.05,15,1633,6.887966932,4.4,7427793,群  馬,494,111,6,16,1,0.302510716,0.00061237,0.067973056,0.067973056,9,19.6,2034,5.530014749,0.196,0.24287119,0.000491642,3651.815634
516,埼玉,埼  玉,0.392048616,35215.545,15,5645,6.238360496,5.35,19355644,埼  玉,1432,305,4,16,4.9,0.253675819,0.000868025,0.054030115,0.054030115,10,14.9,7029,5.010036278,0.149,0.203727415,0.000697112,2753.683881
517,新潟,新  潟,0.373247208,17667.735,15,1987,8.891663312,4.35,8853555,新  潟,766,139,6,16,1.4,0.385505788,0.00070458,0.069954706,0.069954706,11,23,2460,7.182006098,0.23,0.311382114,0.000569106,3599.006098
518,長野,長  野,0.384894473,13517.5,15,1778,7.60264342,3.425,7892286,長  野,512,114,5,16,1.9,0.287964004,0.001068616,0.064116985,0.064116985,12,22.8,2215,6.102708804,0.228,0.231151242,0.000857788,3563.108804
519,千葉,千  葉,0.389509451,30588.12,15,4874,6.275773492,4.475,19124756,千  葉,1231,229,4,16,3.2,0.252564629,0.000656545,0.046983997,0.046983997,13,16.2,6024,5.077709163,0.162,0.20434927,0.000531208,3174.760292
520,東京,東  京,0.401791577,94482.365,15,10185,9.276619048,5.175,94035433,東  京,2679,885,7,16,15.8,0.263033873,0.001551301,0.086892489,0.086892489,14,17.6,12310,7.675253046,0.176,0.217627945,0.001283509,7638.946629
521,神奈川,神奈川,0.394357892,45172.055,15,7021,6.433849167,4.6,30038488,神奈川,1716,390,5,16,4.2,0.244409628,0.000598205,0.055547643,0.055547643,15,15.6,8687,5.199960285,0.156,0.197536549,0.000483481,3457.866697
522,山梨,山  梨,0.392021504,5131.59,15,708,7.248008475,3.95,3010238,山  梨,215,47,5,16,0.6,0.303672316,0.000847458,0.066384181,0.066384181,16,21,887,5.785332582,0.21,0.242390079,0.000676437,3393.729425
523,富山,富  山,0.388541099,6330.205,15,909,6.963921892,3.8,4688760,富  山,302,66,6,16,0.7,0.332233223,0.000770077,0.072607261,0.072607261,17,22.4,1117,5.667148612,0.224,0.270367055,0.000626679,4197.636526
524,石川,石  川,0.389412782,6870.115,15,947,7.254609293,3.775,4618785,石  川,270,59,5,16,0.8,0.285110876,0.000844773,0.062302006,0.062302006,18,20,1180,5.822131356,0.2,0.228813559,0.000677966,3914.224576
525,福井,福  井,0.393520947,4242.555,15,657,6.457465753,3.6,3249760,福  井,184,29,4,16,0.5,0.280060883,0.000761035,0.04414003,0.04414003,19,22,827,5.130054414,0.22,0.222490931,0.000604595,3929.576784
526,岐阜,岐  阜,0.392996055,10098.485,15,1683,6.000288176,3.675,7388737,岐  阜,517,110,5,16,1.2,0.307189542,0.000713012,0.065359477,0.065359477,20,19.8,2111,4.783744671,0.198,0.244907627,0.000568451,3500.112269
527,静岡,静  岡,0.393576947,21059.75,15,3048,6.909366798,3.725,15737550,静  岡,762,160,4,16,2,0.25,0.000656168,0.052493438,0.052493438,21,19.4,3793,5.552267335,0.194,0.200896388,0.000527287,4149.103612
528,愛知,愛  知,0.401992732,36440.5,15,5684,6.411066151,3.975,32633088,愛  知,1432,287,4,16,3.1,0.251935257,0.000545391,0.050492611,0.050492611,22,16.2,7158,5.09087734,0.162,0.200055882,0.000433082,4558.967309
529,三重,三  重,0.388680781,8724.75,15,1493,5.843770931,3.975,6768183,三  重,387,75,4,16,1.2,0.259209645,0.000803751,0.050234427,0.050234427,23,20.5,1862,4.685687433,0.205,0.207841031,0.000644468,3634.89957
530,滋賀,滋  賀,0.38506486,6094.29,15,1069,5.700926099,4.225,5727630,滋  賀,270,69,5,16,1,0.252572498,0.000935454,0.064546305,0.064546305,24,17.3,1366,4.461412884,0.173,0.197657394,0.000732064,4192.994143
531,京都,京  都,0.399305368,14420.86,15,2142,6.732427638,5.65,9628276,京  都,550,120,5,16,1.6,0.256769374,0.000746965,0.056022409,0.056022409,25,19.2,2641,5.460378644,0.192,0.208254449,0.000605831,3645.693298
532,大阪,大  阪,0.403072553,55660.205,15,7112,7.826238048,7.175,38433109,大  阪,1994,591,7,16,3.4,0.280371204,0.000478065,0.083098988,0.083098988,26,17,8816,6.313544124,0.17,0.226179673,0.000385662,4359.472436
533,兵庫,兵  庫,0.395749843,29179.3,15,4481,6.511783084,6.175,18899005,兵  庫,1287,315,6,16,2.5,0.287212676,0.000557911,0.070296809,0.070296809,27,18.6,5585,5.224583706,0.186,0.230438675,0.000447628,3383.886303
534,奈良,奈  良,0.389963621,6450.96,15,1156,5.580415225,5.125,3791763,奈  良,303,47,3,16,0.5,0.262110727,0.000432526,0.040657439,0.040657439,28,18.5,1436,4.492311978,0.185,0.211002786,0.000348189,2640.503482
535,和歌山,和歌山,0.394186929,5700.97,15,853,6.683434936,4.45,3560691,和歌山,265,60,6,16,0.4,0.31066823,0.000468933,0.070339977,0.070339977,29,22.8,1056,5.398645833,0.228,0.25094697,0.000378788,3371.866477
536,鳥取,鳥  取,0.385714508,3618.82,15,488,7.415614754,3.825,2016334,鳥  取,162,28,5,16,0.6,0.331967213,0.001229508,0.057377049,0.057377049,30,23.4,611,5.922782324,0.234,0.265139116,0.000981997,3300.055646
537,島根,島  根,0.38117476,4776.505,15,613,7.792014682,2.9,2469027,島  根,238,44,6,16,0.6,0.388254486,0.000978793,0.07177814,0.07177814,31,26.5,753,6.343300133,0.265,0.316069057,0.000796813,3278.920319
538,岡山,岡  山,0.387320385,9788.495,15,1562,6.266642125,4.35,7289256,岡  山,368,103,5,16,1.2,0.235595391,0.000768246,0.065941101,0.065941101,32,21.7,1953,5.01203021,0.217,0.188428059,0.000614439,3732.337942
539,広島,広  島,0.395164454,17110.78,15,2316,7.388074266,4.375,10750910,広  島,640,144,5,16,1.6,0.276338515,0.000690846,0.062176166,0.062176166,33,20.1,2878,5.945371786,0.201,0.22237665,0.000555942,3735.548992
540,山口,山  口,0.395228411,8842.835,15,1231,7.183456539,4.2,5710465,山  口,364,75,5,16,1.5,0.295694557,0.001218522,0.060926076,0.060926076,34,24,1512,5.848435847,0.24,0.240740741,0.000992063,3776.762566
541,徳島,徳  島,0.393697481,4155.14,15,661,6.286142209,5.1,2900657,徳  島,157,44,5,16,0.7,0.237518911,0.001059002,0.066565809,0.066565809,35,23.5,817,5.085850673,0.235,0.192166463,0.000856793,3550.375765
542,香川,香  川,0.394111187,5246.74,15,821,6.390669915,4.15,3643667,香  川,199,46,5,16,0.6,0.242387333,0.000730816,0.056029233,0.056029233,36,22.4,1020,5.143862745,0.224,0.195098039,0.000588235,3572.222549
543,愛媛,愛  媛,0.39863592,8037.975,15,1200,6.6983125,4.8,4968894,愛  媛,350,78,5,16,0.8,0.291666667,0.000666667,0.065,0.065,37,23,1483,5.420077546,0.23,0.236008092,0.000539447,3350.569117
544,高知,高  知,0.399832261,5415.355,15,656,8.255114329,5.125,2421412,高  知,256,71,9,16,0.7,0.390243902,0.001067073,0.108231707,0.108231707,38,25,807,6.710477076,0.25,0.317224287,0.00086741,3000.510533
545,福岡,福  岡,0.397074238,30112.615,15,4046,7.442564261,6.7,17452101,福  岡,1326,297,6,16,6.9,0.327731092,0.001705388,0.073405833,0.073405833,39,18.8,5051,5.961713522,0.188,0.262522273,0.001366066,3455.177391
546,佐賀,佐  賀,0.388809548,4928.525,15,682,7.226576246,4.725,2751357,佐  賀,236,48,6,16,0.7,0.346041056,0.001026393,0.070381232,0.070381232,40,21.8,872,5.651978211,0.218,0.270642202,0.000802752,3155.225917
547,長崎,長  崎,0.396968166,8966.025,15,1189,7.540811606,5.175,4325229,長  崎,383,80,5,16,1.4,0.322119428,0.00117746,0.067283431,0.067283431,41,22.4,1501,5.973367755,0.224,0.255163225,0.000932712,2881.564957
548,熊本,熊  本,0.403353564,11645.735,15,1473,7.906133741,5,5463753,熊  本,461,115,6,16,1.1,0.312966735,0.000746775,0.078071962,0.078071962,42,22.8,1855,6.278024259,0.228,0.24851752,0.000592992,2945.419407
549,大分,大  分,0.394318231,8137.935,15,980,8.304015306,4.725,4367545,大  分,321,51,4,16,0.8,0.32755102,0.000816327,0.052040816,0.052040816,43,23.4,1218,6.681391626,0.234,0.263546798,0.000656814,3585.833333
550,宮崎,宮  崎,0.39578089,9034.77,15,919,9.831088139,5.35,3515674,宮  崎,368,61,5,16,0.5,0.400435256,0.00054407,0.066376496,0.066376496,44,22.4,1164,7.761829897,0.224,0.316151203,0.000429553,3020.338488
551,鹿児島,鹿児島,0.401462152,13788.105,15,1405,9.813597865,5.125,5469480,鹿児島,495,104,6,16,1.7,0.352313167,0.001209964,0.074021352,0.074021352,45,24,1775,7.767946479,0.24,0.278873239,0.000957746,3081.397183
552,北海道,北海道,0.398246639,38698.91,14,4593,8.42562813,6.375,19493073,北海道,1531,246,4,15,7.2,0.333333333,0.001567603,0.053559765,0.053559765,0,19.6,5670,6.825204586,0.196,0.270017637,0.001269841,3437.931746
553,青森,青  森,0.394154991,10811.005,14,1167,9.263928877,6.575,4425938,青  森,576,97,7,15,0.6,0.493573265,0.000514139,0.083119109,0.083119109,1,20.8,1469,7.359431586,0.208,0.392103472,0.000408441,3012.891763
554,岩手,岩  手,0.388867046,9038.755,14,1123,8.048757792,5.4,4461388,岩  手,527,76,5,15,0.7,0.469278718,0.00062333,0.067675868,0.067675868,2,22.8,1407,6.424132907,0.228,0.374555792,0.000497512,3170.851457
555,宮城,宮  城,0.386519179,14174.025,14,1884,7.523367834,6.325,8221342,宮  城,621,84,4,15,1.7,0.329617834,0.000902335,0.044585987,0.044585987,3,18.4,2371,5.97807887,0.184,0.261914804,0.000716997,3467.457613
556,秋田,秋  田,0.38064209,8925.23,14,959,9.306809176,5.675,3678785,秋  田,519,70,6,15,0.9,0.541188738,0.000938478,0.072992701,0.072992701,4,25,1176,7.589481293,0.25,0.441326531,0.000765306,3128.218537
557,山形,山  形,0.381364627,8061.69,14,988,8.159605263,4.4,3693161,山  形,370,52,4,15,1.1,0.374493927,0.00111336,0.052631579,0.052631579,5,24.1,1235,6.527684211,0.241,0.299595142,0.000890688,2990.413765
558,福島,福  島,0.380698648,13027,14,1662,7.838146811,5.65,7233006,福  島,586,108,5,15,1.8,0.352587244,0.001083032,0.064981949,0.064981949,6,21.3,2120,6.144811321,0.213,0.276415094,0.000849057,3411.795283
559,茨城,茨  城,0.391580121,15592.135,14,2374,6.567874895,4.7,10843509,茨  城,748,118,4,15,1.9,0.315080034,0.000800337,0.049705139,0.049705139,7,17.6,2990,5.21476087,0.176,0.250167224,0.000635452,3626.591639
560,栃木,栃  木,0.391245677,11406.09,14,1592,7.164629397,4.625,7488083,栃  木,523,80,4,15,1.2,0.328517588,0.000753769,0.050251256,0.050251256,8,18.2,2010,5.674671642,0.182,0.260199005,0.000597015,3725.414428
561,群馬,群  馬,0.390499044,11674.35,14,1624,7.188639163,4.675,7202006,群  馬,562,115,6,15,1,0.346059113,0.000615764,0.070812808,0.070812808,9,19.2,2032,5.745250984,0.192,0.276574803,0.000492126,3544.294291
562,埼玉,埼  玉,0.392048616,35944.315,14,5600,6.418627679,5.65,19010836,埼  玉,1563,255,4,15,4.9,0.279107143,0.000875,0.045535714,0.045535714,10,14.2,7001,5.13416869,0.142,0.223253821,0.0006999,2715.445793
563,新潟,新  潟,0.373247208,18123.76,14,1977,9.167303996,4.45,8783647,新  潟,833,117,5,15,1.4,0.421345473,0.000708144,0.059180577,0.059180577,11,22.5,2465,7.352438134,0.225,0.337931034,0.000567951,3563.345639
564,長野,長  野,0.384894473,13168.135,14,1770,7.439624294,3.6,7726645,長  野,576,103,5,15,1.9,0.325423729,0.001073446,0.05819209,0.05819209,12,22.4,2217,5.939618854,0.224,0.259810555,0.000857014,3485.180424
565,千葉,千  葉,0.389509451,29984.75,14,4827,6.211881086,4.725,18941184,千  葉,1326,260,4,15,3.2,0.274704786,0.000662938,0.053863683,0.053863683,13,15.6,5994,5.002460794,0.156,0.221221221,0.000533867,3160.024024
566,東京,東  京,0.401791577,99449.895,14,10136,9.811552388,5.35,92430164,東  京,2743,849,7,15,15.8,0.270619574,0.0015588,0.083760852,0.083760852,14,17.1,12219,8.138955315,0.171,0.224486456,0.001293068,7564.462231
567,神奈川,神奈川,0.394357892,45030.635,14,6965,6.465274228,5.15,29097831,神奈川,1791,344,4,15,4.2,0.257142857,0.000603015,0.049389806,0.049389806,15,15.1,8625,5.220943188,0.151,0.207652174,0.000486957,3373.661565
568,山梨,山  梨,0.392021504,5367.965,14,704,7.624950284,4.15,2943735,山  梨,223,67,8,15,0.6,0.316761364,0.000852273,0.095170455,0.095170455,16,20.5,889,6.038205849,0.205,0.250843645,0.000674916,3311.287964
569,富山,富  山,0.388541099,6286.535,14,908,6.923496696,3.8,4518242,富  山,356,63,6,15,0.7,0.392070485,0.000770925,0.06938326,0.06938326,17,22,1119,5.617993744,0.22,0.318141197,0.000625559,4037.749777
570,石川,石  川,0.389412782,6895.895,14,941,7.328262487,3.9,4624007,石  川,303,53,5,15,0.8,0.321997875,0.000850159,0.056323061,0.056323061,18,19.7,1180,5.843978814,0.197,0.256779661,0.000677966,3918.65
571,福井,福  井,0.393520947,4330.005,14,654,6.620802752,3.575,3221817,福  井,246,46,6,15,0.5,0.376146789,0.000764526,0.070336391,0.070336391,19,21.6,828,5.229474638,0.216,0.297101449,0.000603865,3891.083333
572,岐阜,岐  阜,0.392996055,10101.48,14,1672,6.041555024,4.275,7237134,岐  阜,546,82,4,15,1.2,0.326555024,0.000717703,0.049043062,0.049043062,20,19.4,2111,4.78516343,0.194,0.258645192,0.000568451,3428.296542
573,静岡,静  岡,0.393576947,21243.785,14,3023,7.027385048,3.925,15580355,静  岡,786,163,4,15,2,0.260006616,0.000661594,0.053919947,0.053919947,21,18.9,3786,5.611142367,0.189,0.207606973,0.000528262,4115.254886
574,愛知,愛  知,0.401992732,36816.215,14,5645,6.521915855,4,32457105,愛  知,1566,269,4,15,3.1,0.27741364,0.000549159,0.04765279,0.04765279,22,15.7,7123,5.168638916,0.157,0.219851186,0.00043521,4556.662221
575,三重,三  重,0.388680781,8544.035,14,1482,5.765205803,4.2,6496088,三  重,456,80,4,15,1.2,0.307692308,0.000809717,0.053981107,0.053981107,23,20,1861,4.591098872,0.2,0.245029554,0.000644815,3490.64374
576,滋賀,滋  賀,0.38506486,6265.095,14,1059,5.916048159,4.25,5536357,滋  賀,330,65,5,15,1,0.311614731,0.000944287,0.061378659,0.061378659,24,16.9,1359,4.610077263,0.169,0.242825607,0.000735835,4073.84621
577,京都,京  都,0.399305368,14522.12,14,2138,6.792385407,6.35,9401129,京  都,602,121,5,15,1.6,0.281571562,0.000748363,0.056594949,0.056594949,25,18.7,2642,5.49663891,0.187,0.227857684,0.000605602,3558.338002
578,大阪,大  阪,0.403072553,55072.77,14,7104,7.752360642,7.975,38256022,大  阪,2186,555,6,15,3.4,0.307713964,0.000478604,0.078125,0.078125,26,16.4,8815,6.247619966,0.164,0.247986387,0.000385706,4339.877708
579,兵庫,兵  庫,0.395749843,28742.15,14,4453,6.454558724,6.8,18771329,兵  庫,1280,302,6,15,2.5,0.287446665,0.000561419,0.067819448,0.067819448,27,18.1,5578,5.15276981,0.181,0.229472929,0.000448189,3365.243636
580,奈良,奈  良,0.389963621,6493.595,14,1148,5.656441638,5.475,3791271,奈  良,296,48,3,15,0.5,0.257839721,0.00043554,0.041811847,0.041811847,28,18,1438,4.515712796,0.18,0.205841446,0.000347705,2636.488873
581,和歌山,和歌山,0.394186929,5818.195,14,852,6.828867371,4.9,3572413,和歌山,271,50,5,15,0.4,0.318075117,0.000469484,0.058685446,0.058685446,29,22.3,1061,5.483689915,0.223,0.255419416,0.000377003,3367.024505
582,鳥取,鳥  取,0.385714508,3683.455,14,483,7.626200828,3.875,1956917,鳥  取,145,37,6,15,0.6,0.300207039,0.001242236,0.076604555,0.076604555,30,23,612,6.01871732,0.23,0.236928105,0.000980392,3197.576797
583,島根,島  根,0.38117476,4897.815,14,611,8.01606383,3.275,2464134,島  根,237,47,6,15,0.6,0.387888707,0.000981997,0.076923077,0.076923077,31,26,757,6.470033025,0.26,0.313077939,0.000792602,3255.130779
584,岡山,岡  山,0.387320385,9884.19,14,1553,6.364578236,4.6,7295257,岡  山,397,124,6,15,1.2,0.255634256,0.000772698,0.07984546,0.07984546,32,21.3,1953,5.061029186,0.213,0.20327701,0.000614439,3735.41065
585,広島,広  島,0.395164454,17470.64,14,2305,7.579453362,4.475,10289533,広  島,650,139,5,15,1.6,0.281995662,0.000694143,0.060303688,0.060303688,33,19.6,2878,6.070410007,0.196,0.225851286,0.000555942,3575.237318
586,山口,山  口,0.395228411,9093.83,14,1226,7.417479608,4.35,5754035,山  口,412,83,6,15,1.5,0.336052202,0.001223491,0.067699837,0.067699837,34,23.5,1518,5.990665349,0.235,0.27140975,0.000988142,3790.536891
587,徳島,徳  島,0.393697481,4149.34,14,660,6.286878788,5.1,2778067,徳  島,165,31,4,15,0.7,0.25,0.001060606,0.046969697,0.046969697,35,23.1,820,5.060170732,0.231,0.201219512,0.000853659,3387.886585
588,香川,香  川,0.394111187,5332.7,14,822,6.487469586,4.3,3727942,香  川,226,59,6,15,0.6,0.274939173,0.000729927,0.071776156,0.071776156,36,22,1021,5.22301665,0.22,0.221351616,0.000587659,3651.265426
589,愛媛,愛  媛,0.39863592,8157.32,14,1196,6.820501672,4.9,4937193,愛  媛,394,89,6,15,0.8,0.329431438,0.000668896,0.074414716,0.074414716,37,22.6,1486,5.489448183,0.226,0.265141319,0.000538358,3322.471736
590,高知,高  知,0.399832261,5435.035,14,656,8.285114329,5.275,2450972,高  知,236,69,9,15,0.7,0.359756098,0.001067073,0.105182927,0.105182927,38,24.6,810,6.709919753,0.246,0.291358025,0.000864198,3025.891358
591,福岡,福  岡,0.397074238,30515.72,14,4017,7.596644262,6.9,17133437,福  岡,1352,288,6,15,6.9,0.336569579,0.0017177,0.071695295,0.071695295,39,18.4,5043,6.051104501,0.184,0.268094388,0.001368233,3397.469165
592,佐賀,佐  賀,0.388809548,4910.3,14,679,7.231664212,4.7,2702735,佐  賀,216,56,6,15,0.7,0.318114875,0.001030928,0.082474227,0.082474227,40,21.4,874,5.61819222,0.214,0.247139588,0.000800915,3092.374142
593,長崎,長  崎,0.396968166,9116.84,14,1187,7.680572873,5.375,4325864,長  崎,449,90,6,15,1.4,0.378264532,0.001179444,0.075821398,0.075821398,41,21.9,1507,6.049661579,0.219,0.297942933,0.000928998,2870.513603
594,熊本,熊  本,0.403353564,11383.67,14,1468,7.754543597,5.175,5369295,熊  本,498,87,5,15,1.1,0.339237057,0.000749319,0.059264305,0.059264305,42,22.4,1858,6.126840689,0.224,0.26803014,0.000592034,2889.825081
595,大分,大  分,0.394318231,7911.49,14,976,8.106034836,4.825,4188697,大  分,309,71,6,15,0.8,0.316598361,0.000819672,0.072745902,0.072745902,43,22.9,1219,6.490147662,0.229,0.253486464,0.000656276,3436.174733
596,宮崎,宮  崎,0.39578089,9119.055,14,916,9.955300218,5.925,3418763,宮  崎,369,68,6,15,0.5,0.402838428,0.000545852,0.074235808,0.074235808,44,21.9,1167,7.814100257,0.219,0.316195373,0.000428449,2929.531277
597,鹿児島,鹿児島,0.401462152,12992.105,14,1400,9.280075,4.425,5429331,鹿児島,482,110,6,15,1.7,0.344285714,0.001214286,0.078571429,0.078571429,45,23.6,1779,7.303038224,0.236,0.27093873,0.000955593,3051.900506
598,北海道,北海道,0.385960859,38016.525,13,4572,8.315075459,5.95,19573360,北海道,1391,248,4,14,5.1,0.30424322,0.001115486,0.05424322,0.05424322,0,18.9,5679,6.694228737,0.189,0.244937489,0.000898045,3446.620884
599,青森,青  森,0.384363018,10558.275,13,1164,9.07068299,5.975,4440685,青  森,537,76,5,14,0.7,0.461340206,0.000601375,0.065292096,0.065292096,1,20.1,1474,7.16300882,0.201,0.36431479,0.000474898,3012.676391
600,岩手,岩  手,0.379642679,9144.595,13,1122,8.150262923,4.625,4422759,岩  手,500,72,5,14,0.6,0.445632799,0.000534759,0.064171123,0.064171123,2,22.2,1413,6.471758669,0.222,0.353857042,0.000424628,3130.048832
601,宮城,宮  城,0.378036989,14496.36,13,1872,7.743782051,5.875,8293068,宮  城,550,92,4,14,1.2,0.293803419,0.000641026,0.049145299,0.049145299,3,17.9,2371,6.114027836,0.179,0.231969633,0.000506116,3497.708984
602,秋田,秋  田,0.373151731,8980.92,13,958,9.374655532,5.5,3665289,秋  田,494,56,5,14,0.9,0.51565762,0.000939457,0.058455115,0.058455115,4,24.3,1184,7.585236486,0.243,0.41722973,0.000760135,3095.683277
603,山形,山  形,0.374476529,8093.915,13,989,8.183938322,3.875,3640051,山  形,370,59,5,14,1,0.374115268,0.001011122,0.059656218,0.059656218,5,23.5,1241,6.522091056,0.235,0.298146656,0.000805802,2933.159549
604,福島,福  島,0.373020178,13291.43,13,1658,8.016544029,5.025,7205483,福  島,543,122,6,14,2,0.327503016,0.001206273,0.07358263,0.07358263,6,20.8,2125,6.254790588,0.208,0.255529412,0.000941176,3390.815529
605,茨城,茨  城,0.383848111,16281.055,13,2360,6.898752119,4.375,10499981,茨  城,722,110,4,14,1.3,0.305932203,0.000550847,0.046610169,0.046610169,7,17.1,2992,5.441529078,0.171,0.24131016,0.000434492,3509.351939
606,栃木,栃  木,0.383352192,11020.75,13,1584,6.957544192,4.325,7395799,栃  木,464,71,4,14,0.9,0.292929293,0.000568182,0.044823232,0.044823232,8,17.7,2010,5.482960199,0.177,0.230845771,0.000447761,3679.50199
607,群馬,群  馬,0.381460001,10879.915,13,1612,6.749326923,4.275,7123316,群  馬,488,94,5,14,0.7,0.302729529,0.000434243,0.058312655,0.058312655,9,18.7,2031,5.35692516,0.187,0.240275726,0.000344658,3507.294929
608,埼玉,埼  玉,0.381119245,35339.315,13,5558,6.358279057,5.425,18882165,埼  玉,1430,270,4,14,2.1,0.257286794,0.000377834,0.048578625,0.048578625,10,13.5,6978,5.064390226,0.135,0.204929779,0.000300946,2705.956578
609,新潟,新  潟,0.365545608,18186.51,13,1968,9.241112805,4.2,8760576,新  潟,771,105,4,14,1.8,0.391768293,0.000914634,0.053353659,0.053353659,11,21.9,2473,7.354027497,0.219,0.311767085,0.000727861,3542.489284
610,長野,長  野,0.377657475,13800.675,13,1770,7.796991525,3.15,7721739,長  野,487,95,4,14,1,0.275141243,0.000564972,0.053672316,0.053672316,12,21.9,2223,6.208130904,0.219,0.219073324,0.000449843,3473.566802
611,千葉,千  葉,0.378481403,29640.695,13,4786,6.193208316,4.575,18958331,千  葉,1212,228,4,14,2.1,0.253238613,0.00043878,0.047638947,0.047638947,13,14.9,5968,4.96660439,0.149,0.20308311,0.000351877,3176.664042
612,東京,東  京,0.393824155,96715.555,13,10078,9.59670123,5.375,92449500,東  京,2563,837,7,14,5,0.254316333,0.00049613,0.083052193,0.083052193,14,16.5,12138,7.967997611,0.165,0.21115505,0.000411929,7616.534849
613,神奈川,神奈川,0.383184155,46456.62,13,6911,6.722127044,4.75,29155297,神奈川,1670,356,4,14,3.7,0.241643756,0.000535378,0.051512082,0.051512082,15,14.4,8570,5.420842474,0.144,0.194865811,0.000431739,3402.01832
614,山梨,山  梨,0.385524967,5373.1,13,703,7.643100996,3.675,2910639,山  梨,220,41,5,14,0.5,0.312944523,0.000711238,0.058321479,0.058321479,16,20,890,6.037191011,0.2,0.247191011,0.000561798,3270.380899
615,富山,富  山,0.381308843,6605.83,13,903,7.315426357,3.725,4419451,富  山,276,48,4,14,0.5,0.305647841,0.00055371,0.053156146,0.053156146,17,21.5,1121,5.89280107,0.215,0.246208742,0.00044603,3942.418376
616,石川,石  川,0.38206903,7240.095,13,937,7.726889007,3.775,4651658,石  川,271,50,4,14,0.7,0.289220918,0.000747065,0.053361793,0.053361793,18,19.2,1182,6.125291878,0.192,0.22927242,0.000592217,3935.41286
617,福井,福  井,0.386966586,4346.345,13,655,6.635641221,3.475,3151190,福  井,190,41,5,14,0.4,0.290076336,0.000610687,0.06259542,0.06259542,19,21.1,830,5.236560241,0.211,0.228915663,0.000481928,3796.614458
618,岐阜,岐  阜,0.384036586,10499.695,13,1669,6.291009587,3.875,7176620,岐  阜,478,93,5,14,0.7,0.286399041,0.000419413,0.055721989,0.055721989,20,18.8,2111,4.973801516,0.188,0.22643297,0.000331596,3399.630507
619,静岡,静  岡,0.384902792,21513.865,13,3006,7.156974385,3.95,14966952,静  岡,772,176,5,14,1.4,0.256819694,0.000465735,0.058549568,0.058549568,21,18.3,3781,5.689993388,0.183,0.204178789,0.000370272,3958.463898
620,愛知,愛  知,0.391676065,40380.73,13,5601,7.209557222,4.4,31503012,愛  知,1432,256,4,14,2.6,0.255668631,0.000464203,0.045706124,0.045706124,22,15.1,7087,5.697859461,0.151,0.20206011,0.000366869,4445.183011
621,三重,三  重,0.379699135,9052.245,13,1476,6.132957317,4.05,6313162,三  重,379,85,5,14,0.9,0.256775068,0.000609756,0.057588076,0.057588076,23,19.5,1861,4.864183235,0.195,0.203653949,0.000483611,3392.349275
622,滋賀,滋  賀,0.374822728,6320.87,13,1050,6.01987619,3.875,5335530,滋  賀,284,59,4,14,0.6,0.27047619,0.000571429,0.056190476,0.056190476,24,16.5,1353,4.671744272,0.165,0.209903917,0.000443459,3943.481153
623,京都,京  都,0.389774189,14456.805,13,2134,6.774510309,5.975,9144630,京  都,582,110,4,14,1.2,0.272727273,0.000562324,0.051546392,0.051546392,25,18.1,2646,5.463645125,0.181,0.219954649,0.000453515,3456.020408
624,大阪,大  阪,0.39312099,55168.87,13,7090,7.781222849,7.3,38836873,大  阪,2144,532,6,14,4,0.302397743,0.000564175,0.075035261,0.075035261,26,15.7,8818,6.256392606,0.157,0.243139034,0.000453618,4404.272284
625,兵庫,兵  庫,0.385746535,28630.885,13,4430,6.462953725,6.45,18707149,兵  庫,1223,305,6,14,2.3,0.276072235,0.000519187,0.068848758,0.068848758,27,17.6,5571,5.139272123,0.176,0.219529707,0.000412852,3357.951714
626,奈良,奈  良,0.378616172,6129.99,13,1145,5.353703057,5.175,3734591,奈  良,258,52,4,14,0.5,0.225327511,0.000436681,0.045414847,0.045414847,28,17.3,1442,4.251033287,0.173,0.178918169,0.000346741,2589.868932
627,和歌山,和歌山,0.385880059,5773.745,13,852,6.776696009,4.675,3604334,和歌山,284,64,6,14,0.5,0.333333333,0.000586854,0.075117371,0.075117371,29,21.8,1066,5.416271107,0.218,0.26641651,0.000469043,3381.17636
628,鳥取,鳥  取,0.377019711,3564.07,13,484,7.363780992,3.725,2001259,鳥  取,142,29,5,14,0.5,0.29338843,0.001033058,0.059917355,0.059917355,30,22.6,613,5.814143556,0.226,0.231647635,0.000815661,3264.696574
